cluster	am	ar	br	ca	cp	da	hl	ho	mo	lo	ne	oy	pb	sa	sh	sm	ur	example
sgene320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
sgene643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(null)
